time (s),/YS<0> (V),/WENB (V),/WeightB (V),/RFS_ENB (V),/I0/VOUTB (V),/cmIn (V),/PRE (V),/WWL<0> (V),/RWL<0> (V),/I0/WBL (V),/I0/VRBL (V),/Vref (V),/VOUT (V)
60.02E-9,1.200,1.200,1.200,1.200,53.85E-3,0.000,0.000,0.000,1.200,-284.1E-3,1.003,550.0E-3,-22.07E-3
60.02E-9,1.200,1.200,1.200,1.200,27.08E-3,0.000,0.000,0.000,1.200,-286.7E-3,1.002,550.0E-3,-13.23E-3
60.02E-9,1.200,1.200,1.200,1.200,10.99E-3,0.000,0.000,0.000,1.200,-288.2E-3,1.001,550.0E-3,-6.384E-3
60.02E-9,1.200,1.200,1.200,1.200,4.071E-3,0.000,0.000,0.000,1.200,-288.0E-3,1.001,550.0E-3,-2.608E-3
60.02E-9,1.200,1.200,1.200,1.200,1.331E-3,0.000,0.000,0.000,1.200,-285.9E-3,1.001,550.0E-3,-806.7E-6
60.02E-9,1.200,1.200,1.200,1.200,578.6E-6,0.000,0.000,0.000,1.200,-281.4E-3,1.000,550.0E-3,-151.0E-6
60.02E-9,1.200,1.200,1.200,1.200,468.3E-6,0.000,0.000,0.000,1.200,-273.3E-3,1.000,550.0E-3,-11.51E-6
60.03E-9,1.200,1.200,1.200,1.200,527.8E-6,0.000,0.000,0.000,1.200,-259.1E-3,1.000,550.0E-3,12.12E-6
60.03E-9,1.200,1.200,1.200,1.200,571.7E-6,0.000,0.000,0.000,1.200,-231.8E-3,1.000,550.0E-3,-7.280E-6
60.04E-9,1.200,1.200,1.200,1.200,591.3E-6,0.000,0.000,0.000,1.200,-185.6E-3,1.000,550.0E-3,8.148E-6
60.05E-9,1.200,1.200,1.200,1.200,529.4E-6,0.000,0.000,0.000,1.200,-127.3E-3,1.000,550.0E-3,-9.806E-6
60.06E-9,1.200,1.200,1.200,1.200,415.1E-6,0.000,0.000,0.000,1.200,-62.31E-3,1.000,550.0E-3,6.507E-6
60.08E-9,1.200,1.200,1.200,1.200,300.8E-6,0.000,0.000,0.000,1.200,-2.208E-3,1.000,550.0E-3,-8.900E-6
60.10E-9,1.200,1.200,1.200,1.200,207.6E-6,0.000,0.000,0.000,1.200,52.07E-3,1.000,550.0E-3,7.260E-6
60.13E-9,1.200,1.200,1.200,1.200,130.6E-6,0.000,0.000,0.000,1.200,93.57E-3,1.000,550.0E-3,-8.230E-6
60.16E-9,1.200,1.200,1.200,1.200,84.44E-6,0.000,0.000,0.000,1.200,123.6E-3,1.000,550.0E-3,7.695E-6
60.19E-9,1.200,1.200,1.200,1.200,45.17E-6,0.000,0.000,0.000,1.200,144.5E-3,1.000,550.0E-3,-7.927E-6
60.23E-9,1.200,1.200,1.200,1.200,27.89E-6,0.000,0.000,0.000,1.200,158.4E-3,1.000,550.0E-3,7.885E-6
60.28E-9,1.200,1.200,1.200,1.200,9.108E-6,0.000,0.000,0.000,1.200,167.0E-3,1.000,550.0E-3,-7.815E-6
60.34E-9,1.200,1.200,1.200,1.200,7.257E-6,0.000,0.000,0.000,1.200,171.6E-3,1.000,550.0E-3,7.955E-6
60.41E-9,1.200,1.200,1.200,1.200,-1.434E-6,0.000,0.000,0.000,1.200,173.7E-3,1.000,550.0E-3,-7.788E-6
60.51E-9,1.200,1.200,1.200,1.200,3.058E-6,0.000,0.000,0.000,1.200,174.4E-3,1.000,550.0E-3,7.972E-6
60.65E-9,1.200,1.200,1.200,1.200,-2.710E-6,0.000,0.000,0.000,1.200,174.5E-3,1.000,550.0E-3,-7.787E-6
60.87E-9,1.200,1.200,1.200,1.200,2.912E-6,0.000,0.000,0.000,1.200,174.5E-3,1.000,550.0E-3,7.975E-6
61.27E-9,1.200,1.200,1.200,1.200,-2.730E-6,0.000,0.000,0.000,1.200,174.5E-3,1.000,550.0E-3,-7.789E-6
61.86E-9,1.200,1.200,1.200,1.200,2.920E-6,0.000,0.000,0.000,1.200,174.5E-3,1.000,550.0E-3,7.976E-6
62.67E-9,1.200,1.200,1.200,1.200,-2.737E-6,0.000,0.000,0.000,1.200,174.5E-3,1.000,550.0E-3,-7.789E-6
63.82E-9,1.200,1.200,1.200,1.200,2.925E-6,0.000,0.000,0.000,1.200,174.5E-3,1.000,550.0E-3,7.976E-6
64.00E-9,1.200,1.200,1.200,1.200,-2.752E-6,0.000,0.000,0.000,1.200,174.5E-3,1.000,550.0E-3,-7.791E-6
64.00E-9,1.200,1.200,1.200,1.200,624.2E-9,0.000,0.000,0.000,1.190,174.5E-3,1.000,550.0E-3,183.2E-9
64.00E-9,1.200,1.200,1.200,1.200,643.3E-9,0.000,0.000,0.000,1.170,174.5E-3,1.000,550.0E-3,363.9E-9
64.00E-9,1.200,1.200,1.200,1.200,444.1E-9,0.000,0.000,0.000,1.130,174.5E-3,1.000,550.0E-3,56.66E-9
64.00E-9,1.200,1.200,1.200,1.200,310.5E-9,0.000,0.000,0.000,1.050,174.5E-3,1.000,550.0E-3,199.4E-9
64.00E-9,1.200,1.200,1.200,1.200,76.34E-9,0.000,0.000,0.000,889.7E-3,174.5E-3,1.000,550.0E-3,-40.90E-9
64.00E-9,1.200,1.200,1.200,1.200,115.6E-9,0.000,0.000,0.000,632.5E-3,174.5E-3,1.000,550.0E-3,203.7E-9
64.01E-9,1.200,1.200,1.200,1.200,24.01E-9,0.000,0.000,0.000,313.9E-3,174.5E-3,1.000,550.0E-3,-19.17E-9
64.01E-9,1.200,1.200,1.200,1.200,54.88E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,200.5E-9
64.01E-9,1.200,1.200,1.200,1.200,9.883E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,90.08E-9
64.01E-9,1.200,1.200,1.200,1.200,-7.351E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,89.31E-9
64.01E-9,1.200,1.200,1.200,1.200,-20.60E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,90.15E-9
64.01E-9,1.200,1.200,1.200,1.200,-39.34E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,90.72E-9
64.02E-9,1.200,1.200,1.200,1.200,-53.80E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.21E-9
64.02E-9,1.200,1.200,1.200,1.200,-49.71E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.58E-9
64.03E-9,1.200,1.200,1.200,1.200,-35.39E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,94.35E-9
64.03E-9,1.200,1.200,1.200,1.200,-17.37E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.77E-9
64.04E-9,1.200,1.200,1.200,1.200,3.073E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,94.21E-9
64.05E-9,1.200,1.200,1.200,1.200,25.60E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.54E-9
64.06E-9,1.200,1.200,1.200,1.200,51.76E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.94E-9
64.09E-9,1.200,1.200,1.200,1.200,80.48E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.21E-9
64.12E-9,1.200,1.200,1.200,1.200,90.55E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.70E-9
64.15E-9,1.200,1.200,1.200,1.200,94.76E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.11E-9
64.18E-9,1.200,1.200,1.200,1.200,95.49E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.66E-9
64.22E-9,1.200,1.200,1.200,1.200,95.15E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.10E-9
64.27E-9,1.200,1.200,1.200,1.200,94.55E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.66E-9
64.35E-9,1.200,1.200,1.200,1.200,94.01E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.10E-9
64.46E-9,1.200,1.200,1.200,1.200,93.80E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.66E-9
64.66E-9,1.200,1.200,1.200,1.200,93.75E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.10E-9
65.06E-9,1.200,1.200,1.200,1.200,93.77E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.66E-9
65.86E-9,1.200,1.200,1.200,1.200,93.72E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.10E-9
66.00E-9,1.200,1.200,1.200,1.200,93.75E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.66E-9
66.00E-9,1.200,1.200,1.200,1.200,168.8E-6,0.000,10.01E-3,0.000,0.000,174.5E-3,1.000,550.0E-3,208.8E-6
66.00E-9,1.200,1.200,1.200,1.200,452.9E-6,0.000,30.03E-3,0.000,0.000,174.5E-3,1.000,550.0E-3,551.2E-6
66.00E-9,1.200,1.200,1.200,1.200,714.9E-6,0.000,70.06E-3,0.000,0.000,174.5E-3,1.001,550.0E-3,833.1E-6
66.00E-9,1.200,1.200,1.200,1.200,706.6E-6,0.000,150.1E-3,0.000,0.000,174.5E-3,1.001,550.0E-3,751.3E-6
66.00E-9,1.200,1.200,1.200,1.200,401.7E-6,0.000,300.1E-3,0.000,0.000,174.4E-3,1.000,550.0E-3,363.8E-6
66.00E-9,1.200,1.200,1.200,1.200,329.8E-6,0.000,488.6E-3,0.000,0.000,174.4E-3,997.6E-3,550.0E-3,327.4E-6
66.01E-9,1.200,1.200,1.200,1.200,473.4E-6,0.000,620.7E-3,0.000,0.000,174.4E-3,993.4E-3,550.0E-3,536.9E-6
66.01E-9,1.200,1.200,1.200,1.200,-85.89E-6,0.000,747.5E-3,0.000,0.000,174.4E-3,984.1E-3,550.0E-3,661.9E-6
66.01E-9,1.200,1.200,1.200,1.200,-804.3E-6,0.000,790.6E-3,0.000,0.000,174.4E-3,979.7E-3,550.0E-3,573.1E-6
66.01E-9,1.200,1.200,1.200,1.200,-3.835E-3,0.000,876.8E-3,0.000,0.000,174.4E-3,975.7E-3,550.0E-3,46.76E-6
66.01E-9,1.200,1.200,1.200,1.200,-7.833E-3,0.000,957.8E-3,0.000,0.000,174.4E-3,977.3E-3,550.0E-3,-564.3E-6
66.01E-9,1.200,1.200,1.200,1.200,-13.57E-3,0.000,1.079,0.000,0.000,174.4E-3,982.6E-3,550.0E-3,-1.077E-3
66.01E-9,1.200,1.200,1.200,1.200,-16.04E-3,0.000,1.139,0.000,0.000,174.5E-3,984.8E-3,550.0E-3,-1.119E-3
66.01E-9,1.200,1.200,1.200,1.200,-17.14E-3,0.000,1.170,0.000,0.000,174.5E-3,985.6E-3,550.0E-3,-1.064E-3
66.01E-9,1.200,1.200,1.200,1.200,-18.15E-3,0.000,1.200,0.000,0.000,174.5E-3,986.2E-3,550.0E-3,-946.4E-6
66.01E-9,1.200,1.200,1.200,1.200,-18.54E-3,0.000,1.200,0.000,0.000,174.5E-3,986.0E-3,550.0E-3,-1.000E-3
66.01E-9,1.200,1.200,1.200,1.200,-19.07E-3,0.000,1.200,0.000,0.000,174.5E-3,985.9E-3,550.0E-3,-1.062E-3
66.01E-9,1.200,1.200,1.200,1.200,-19.88E-3,0.000,1.200,0.000,0.000,174.5E-3,986.0E-3,550.0E-3,-1.100E-3
66.01E-9,1.200,1.200,1.200,1.200,-21.42E-3,0.000,1.200,0.000,0.000,174.6E-3,986.8E-3,550.0E-3,-971.8E-6
66.01E-9,1.200,1.200,1.200,1.200,-24.19E-3,0.000,1.200,0.000,0.000,174.6E-3,988.4E-3,550.0E-3,-152.4E-6
66.01E-9,1.200,1.200,1.200,1.200,-27.97E-3,0.000,1.200,0.000,0.000,174.7E-3,989.3E-3,550.0E-3,2.120E-3
66.01E-9,1.200,1.200,1.200,1.200,-32.20E-3,0.000,1.200,0.000,0.000,174.8E-3,988.8E-3,550.0E-3,6.286E-3
66.01E-9,1.200,1.200,1.200,1.200,-27.84E-3,0.000,1.200,0.000,0.000,175.0E-3,988.2E-3,550.0E-3,13.39E-3
66.01E-9,1.200,1.200,1.200,1.200,3.650E-3,0.000,1.200,0.000,0.000,175.3E-3,988.2E-3,550.0E-3,23.94E-3
66.02E-9,1.200,1.200,1.200,1.200,53.81E-3,0.000,1.200,0.000,0.000,175.7E-3,988.9E-3,550.0E-3,28.45E-3
66.02E-9,1.200,1.200,1.200,1.200,148.6E-3,0.000,1.200,0.000,0.000,175.9E-3,990.8E-3,550.0E-3,31.51E-3
66.02E-9,1.200,1.200,1.200,1.200,282.8E-3,0.000,1.200,0.000,0.000,175.3E-3,993.2E-3,550.0E-3,32.66E-3
66.02E-9,1.200,1.200,1.200,1.200,418.2E-3,0.000,1.200,0.000,0.000,173.8E-3,995.1E-3,550.0E-3,32.42E-3
66.02E-9,1.200,1.200,1.200,1.200,553.1E-3,0.000,1.200,0.000,0.000,170.7E-3,996.6E-3,550.0E-3,29.55E-3
66.02E-9,1.200,1.200,1.200,1.200,713.8E-3,0.000,1.200,0.000,0.000,164.3E-3,998.0E-3,550.0E-3,24.56E-3
66.02E-9,1.200,1.200,1.200,1.200,869.6E-3,0.000,1.200,0.000,0.000,155.0E-3,999.0E-3,550.0E-3,20.31E-3
66.02E-9,1.200,1.200,1.200,1.200,1.001,0.000,1.200,0.000,0.000,144.4E-3,999.4E-3,550.0E-3,14.41E-3
66.03E-9,1.200,1.200,1.200,1.200,1.112,0.000,1.200,0.000,0.000,132.6E-3,999.3E-3,550.0E-3,6.553E-3
66.03E-9,1.200,1.200,1.200,1.200,1.156,0.000,1.200,0.000,0.000,126.1E-3,999.3E-3,550.0E-3,2.674E-3
66.03E-9,1.200,1.200,1.200,1.200,1.186,0.000,1.200,0.000,0.000,120.3E-3,999.5E-3,550.0E-3,350.7E-6
66.03E-9,1.200,1.200,1.200,1.200,1.198,0.000,1.200,0.000,0.000,117.1E-3,999.6E-3,550.0E-3,-281.3E-6
66.03E-9,1.200,1.200,1.200,1.200,1.204,0.000,1.200,0.000,0.000,115.0E-3,999.7E-3,550.0E-3,-695.3E-6
66.04E-9,1.200,1.200,1.200,1.200,1.208,0.000,1.200,0.000,0.000,112.7E-3,999.7E-3,550.0E-3,-1.294E-3
66.04E-9,1.200,1.200,1.200,1.200,1.208,0.000,1.200,0.000,0.000,111.2E-3,999.7E-3,550.0E-3,-2.116E-3
66.04E-9,1.200,1.200,1.200,1.200,1.206,0.000,1.200,0.000,0.000,109.9E-3,999.7E-3,550.0E-3,-2.855E-3
66.04E-9,1.200,1.200,1.200,1.200,1.205,0.000,1.200,0.000,0.000,109.4E-3,999.7E-3,550.0E-3,-2.925E-3
66.04E-9,1.200,1.200,1.200,1.200,1.204,0.000,1.200,0.000,0.000,108.5E-3,999.6E-3,550.0E-3,-2.723E-3
66.04E-9,1.200,1.200,1.200,1.200,1.202,0.000,1.200,0.000,0.000,107.4E-3,999.5E-3,550.0E-3,-2.359E-3
66.04E-9,1.200,1.200,1.200,1.200,1.201,0.000,1.200,0.000,0.000,105.8E-3,999.3E-3,550.0E-3,-1.753E-3
66.05E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,103.9E-3,999.1E-3,550.0E-3,-1.085E-3
66.05E-9,1.200,1.200,1.200,1.200,1.199,0.000,1.200,0.000,0.000,101.1E-3,999.3E-3,550.0E-3,-395.1E-6
66.05E-9,1.200,1.200,1.200,1.200,1.199,0.000,1.200,0.000,0.000,98.34E-3,999.7E-3,550.0E-3,-96.70E-6
66.06E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,95.86E-3,999.9E-3,550.0E-3,-7.143E-6
66.06E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,93.20E-3,1.000,550.0E-3,-900.0E-9
66.07E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,89.95E-3,1.000,550.0E-3,13.86E-6
66.08E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,85.66E-3,1.000,550.0E-3,2.419E-6
66.09E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,80.33E-3,1.000,550.0E-3,13.36E-6
66.12E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,73.86E-3,1.000,550.0E-3,2.096E-6
66.17E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,69.35E-3,1.000,550.0E-3,12.84E-6
66.23E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,67.73E-3,1.000,550.0E-3,1.850E-6
66.31E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,67.31E-3,1.000,550.0E-3,12.74E-6
66.41E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,67.25E-3,1.000,550.0E-3,1.837E-6
66.57E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,67.25E-3,1.000,550.0E-3,12.74E-6
66.89E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,67.25E-3,1.000,550.0E-3,1.846E-6
67.52E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,67.25E-3,1.000,550.0E-3,12.74E-6
68.78E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,67.26E-3,1.000,550.0E-3,1.848E-6
70.00E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,67.26E-3,1.000,550.0E-3,12.73E-6
