time (s),/YS<0> (V),/WENB (V),/WeightB (V),/RFS_ENB (V),/I0/VOUTB (V),/cmIn (V),/PRE (V),/WWL<0> (V),/RWL<0> (V),/I0/WBL (V),/I0/VRBL (V),/Vref (V),/VOUT (V)
12.65E-9,1.200,1.200,1.200,1.200,4.471E-6,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,1.478E-6
12.94E-9,1.200,1.200,1.200,1.200,-4.285E-6,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,-1.292E-6
13.35E-9,1.200,1.200,1.200,1.200,4.471E-6,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,1.478E-6
13.91E-9,1.200,1.200,1.200,1.200,-4.286E-6,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,-1.292E-6
14.00E-9,1.200,1.200,1.200,1.200,4.478E-6,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,1.479E-6
14.00E-9,1.200,1.200,1.200,1.200,168.9E-6,0.000,10.01E-3,0.000,0.000,174.5E-3,1.000,550.0E-3,208.9E-6
14.00E-9,1.200,1.200,1.200,1.200,452.8E-6,0.000,30.03E-3,0.000,0.000,174.5E-3,1.000,550.0E-3,551.1E-6
14.00E-9,1.200,1.200,1.200,1.200,714.9E-6,0.000,70.06E-3,0.000,0.000,174.5E-3,1.001,550.0E-3,833.2E-6
14.00E-9,1.200,1.200,1.200,1.200,706.5E-6,0.000,150.1E-3,0.000,0.000,174.5E-3,1.001,550.0E-3,751.3E-6
14.00E-9,1.200,1.200,1.200,1.200,407.3E-6,0.000,295.9E-3,0.000,0.000,174.5E-3,1.000,550.0E-3,370.0E-6
14.00E-9,1.200,1.200,1.200,1.200,311.9E-6,0.000,423.6E-3,0.000,0.000,174.5E-3,999.1E-3,550.0E-3,294.4E-6
14.00E-9,1.200,1.200,1.200,1.200,415.1E-6,0.000,563.8E-3,0.000,0.000,174.5E-3,995.4E-3,550.0E-3,440.3E-6
14.01E-9,1.200,1.200,1.200,1.200,423.3E-6,0.000,676.5E-3,0.000,0.000,174.5E-3,990.4E-3,550.0E-3,632.7E-6
14.01E-9,1.200,1.200,1.200,1.200,-294.2E-6,0.000,762.4E-3,0.000,0.000,174.5E-3,981.6E-3,550.0E-3,633.2E-6
14.01E-9,1.200,1.200,1.200,1.200,-3.293E-3,0.000,861.5E-3,0.000,0.000,174.5E-3,976.0E-3,550.0E-3,144.3E-6
14.01E-9,1.200,1.200,1.200,1.200,-7.318E-3,0.000,944.8E-3,0.000,0.000,174.5E-3,977.1E-3,550.0E-3,-490.0E-6
14.01E-9,1.200,1.200,1.200,1.200,-12.57E-3,0.000,1.054,0.000,0.000,174.5E-3,981.7E-3,550.0E-3,-1.007E-3
14.01E-9,1.200,1.200,1.200,1.200,-15.63E-3,0.000,1.127,0.000,0.000,174.5E-3,984.5E-3,550.0E-3,-1.103E-3
14.01E-9,1.200,1.200,1.200,1.200,-16.98E-3,0.000,1.163,0.000,0.000,174.6E-3,985.5E-3,550.0E-3,-1.055E-3
14.01E-9,1.200,1.200,1.200,1.200,-18.20E-3,0.000,1.200,0.000,0.000,174.6E-3,986.2E-3,550.0E-3,-919.2E-6
14.01E-9,1.200,1.200,1.200,1.200,-18.60E-3,0.000,1.200,0.000,0.000,174.6E-3,986.1E-3,550.0E-3,-972.5E-6
14.01E-9,1.200,1.200,1.200,1.200,-19.20E-3,0.000,1.200,0.000,0.000,174.6E-3,985.9E-3,550.0E-3,-1.040E-3
14.01E-9,1.200,1.200,1.200,1.200,-20.06E-3,0.000,1.200,0.000,0.000,174.6E-3,986.1E-3,550.0E-3,-1.069E-3
14.01E-9,1.200,1.200,1.200,1.200,-21.69E-3,0.000,1.200,0.000,0.000,174.7E-3,987.0E-3,550.0E-3,-898.8E-6
14.01E-9,1.200,1.200,1.200,1.200,-24.45E-3,0.000,1.200,0.000,0.000,174.7E-3,988.5E-3,550.0E-3,-22.75E-6
14.01E-9,1.200,1.200,1.200,1.200,-28.25E-3,0.000,1.200,0.000,0.000,174.8E-3,989.3E-3,550.0E-3,2.372E-3
14.01E-9,1.200,1.200,1.200,1.200,-32.25E-3,0.000,1.200,0.000,0.000,174.9E-3,988.7E-3,550.0E-3,6.378E-3
14.01E-9,1.200,1.200,1.200,1.200,-27.76E-3,0.000,1.200,0.000,0.000,175.0E-3,988.2E-3,550.0E-3,13.50E-3
14.01E-9,1.200,1.200,1.200,1.200,874.3E-6,0.000,1.200,0.000,0.000,175.4E-3,988.2E-3,550.0E-3,23.48E-3
14.02E-9,1.200,1.200,1.200,1.200,47.66E-3,0.000,1.200,0.000,0.000,175.7E-3,988.8E-3,550.0E-3,28.06E-3
14.02E-9,1.200,1.200,1.200,1.200,135.5E-3,0.000,1.200,0.000,0.000,176.0E-3,990.5E-3,550.0E-3,31.24E-3
14.02E-9,1.200,1.200,1.200,1.200,264.8E-3,0.000,1.200,0.000,0.000,175.5E-3,992.9E-3,550.0E-3,32.59E-3
14.02E-9,1.200,1.200,1.200,1.200,396.0E-3,0.000,1.200,0.000,0.000,174.2E-3,994.8E-3,550.0E-3,32.60E-3
14.02E-9,1.200,1.200,1.200,1.200,528.9E-3,0.000,1.200,0.000,0.000,171.4E-3,996.3E-3,550.0E-3,30.27E-3
14.02E-9,1.200,1.200,1.200,1.200,679.1E-3,0.000,1.200,0.000,0.000,166.0E-3,997.7E-3,550.0E-3,25.55E-3
14.02E-9,1.200,1.200,1.200,1.200,837.4E-3,0.000,1.200,0.000,0.000,157.2E-3,998.8E-3,550.0E-3,21.29E-3
14.02E-9,1.200,1.200,1.200,1.200,968.3E-3,0.000,1.200,0.000,0.000,147.4E-3,999.4E-3,550.0E-3,16.21E-3
14.03E-9,1.200,1.200,1.200,1.200,1.084,0.000,1.200,0.000,0.000,136.0E-3,999.3E-3,550.0E-3,8.796E-3
14.03E-9,1.200,1.200,1.200,1.200,1.137,0.000,1.200,0.000,0.000,129.1E-3,999.3E-3,550.0E-3,4.335E-3
14.03E-9,1.200,1.200,1.200,1.200,1.176,0.000,1.200,0.000,0.000,122.5E-3,999.4E-3,550.0E-3,1.030E-3
14.03E-9,1.200,1.200,1.200,1.200,1.192,0.000,1.200,0.000,0.000,118.7E-3,999.6E-3,550.0E-3,10.82E-6
14.03E-9,1.200,1.200,1.200,1.200,1.203,0.000,1.200,0.000,0.000,115.5E-3,999.7E-3,550.0E-3,-582.6E-6
14.03E-9,1.200,1.200,1.200,1.200,1.207,0.000,1.200,0.000,0.000,113.8E-3,999.7E-3,550.0E-3,-951.2E-6
14.04E-9,1.200,1.200,1.200,1.200,1.208,0.000,1.200,0.000,0.000,111.9E-3,999.7E-3,550.0E-3,-1.660E-3
14.04E-9,1.200,1.200,1.200,1.200,1.207,0.000,1.200,0.000,0.000,110.7E-3,999.7E-3,550.0E-3,-2.498E-3
14.04E-9,1.200,1.200,1.200,1.200,1.205,0.000,1.200,0.000,0.000,109.4E-3,999.7E-3,550.0E-3,-2.947E-3
14.04E-9,1.200,1.200,1.200,1.200,1.203,0.000,1.200,0.000,0.000,108.2E-3,999.6E-3,550.0E-3,-2.628E-3
14.04E-9,1.200,1.200,1.200,1.200,1.202,0.000,1.200,0.000,0.000,107.1E-3,999.5E-3,550.0E-3,-2.243E-3
14.04E-9,1.200,1.200,1.200,1.200,1.201,0.000,1.200,0.000,0.000,105.8E-3,999.3E-3,550.0E-3,-1.738E-3
14.05E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,103.8E-3,999.1E-3,550.0E-3,-1.039E-3
14.05E-9,1.200,1.200,1.200,1.200,1.199,0.000,1.200,0.000,0.000,100.9E-3,999.3E-3,550.0E-3,-346.6E-6
14.05E-9,1.200,1.200,1.200,1.200,1.199,0.000,1.200,0.000,0.000,98.31E-3,999.7E-3,550.0E-3,-93.23E-6
14.06E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,95.88E-3,999.9E-3,550.0E-3,-7.281E-6
14.06E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,93.29E-3,1.000,550.0E-3,-1.564E-6
14.07E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,90.03E-3,1.000,550.0E-3,14.31E-6
14.08E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,85.86E-3,1.000,550.0E-3,1.951E-6
14.09E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,80.64E-3,1.000,550.0E-3,13.85E-6
14.12E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,74.35E-3,1.000,550.0E-3,1.598E-6
14.17E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,69.64E-3,1.000,550.0E-3,13.37E-6
14.22E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,67.89E-3,1.000,550.0E-3,1.332E-6
14.30E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,67.38E-3,1.000,550.0E-3,13.27E-6
14.39E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,67.30E-3,1.000,550.0E-3,1.310E-6
14.54E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,67.30E-3,1.000,550.0E-3,13.25E-6
14.82E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,67.30E-3,1.000,550.0E-3,1.305E-6
15.37E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,67.30E-3,1.000,550.0E-3,13.24E-6
16.00E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,67.30E-3,1.000,550.0E-3,1.325E-6
16.00E-9,1.200,1.200,1.200,1.200,1.200,10.01E-3,1.190,0.000,0.000,67.30E-3,1.002,550.0E-3,-37.54E-6
16.00E-9,1.200,1.200,1.200,1.200,1.200,30.03E-3,1.170,0.000,0.000,67.30E-3,1.006,550.0E-3,-123.8E-6
16.00E-9,1.200,1.200,1.200,1.200,1.200,70.06E-3,1.130,0.000,0.000,67.30E-3,1.012,550.0E-3,-265.3E-6
16.00E-9,1.200,1.200,1.200,1.200,1.199,146.2E-3,1.054,0.000,0.000,67.30E-3,1.018,550.0E-3,-391.7E-6
16.00E-9,1.200,1.200,1.200,1.200,1.199,262.7E-3,937.3E-3,0.000,0.000,67.30E-3,1.025,550.0E-3,-295.8E-6
16.00E-9,1.200,1.200,1.200,1.200,1.200,408.7E-3,791.3E-3,0.000,0.000,67.32E-3,1.038,550.0E-3,477.9E-6
16.00E-9,1.200,1.200,1.200,1.200,1.203,584.4E-3,615.6E-3,0.000,0.000,67.32E-3,1.072,550.0E-3,2.623E-3
16.01E-9,1.200,1.200,1.200,1.200,1.209,744.3E-3,455.7E-3,0.000,0.000,67.30E-3,1.127,550.0E-3,5.649E-3
16.01E-9,1.200,1.200,1.200,1.200,1.213,904.3E-3,295.7E-3,0.000,0.000,67.21E-3,1.207,550.0E-3,9.678E-3
16.01E-9,1.200,1.200,1.200,1.200,1.198,1.052,147.8E-3,0.000,0.000,67.00E-3,1.294,550.0E-3,10.15E-3
16.01E-9,1.200,1.200,1.200,1.200,1.173,1.126,73.91E-3,0.000,0.000,66.83E-3,1.340,550.0E-3,4.895E-3
16.01E-9,1.200,1.200,1.200,1.200,1.153,1.163,36.96E-3,0.000,0.000,66.73E-3,1.363,550.0E-3,960.1E-6
16.01E-9,1.200,1.200,1.200,1.200,1.140,1.182,18.48E-3,0.000,0.000,66.68E-3,1.374,550.0E-3,-1.343E-3
16.01E-9,1.200,1.200,1.200,1.200,1.126,1.200,0.000,0.000,0.000,66.64E-3,1.386,550.0E-3,-3.891E-3
16.01E-9,1.200,1.200,1.200,1.200,1.118,1.200,0.000,0.000,0.000,66.62E-3,1.391,550.0E-3,-5.224E-3
16.01E-9,1.200,1.200,1.200,1.200,1.109,1.200,0.000,0.000,0.000,66.61E-3,1.396,550.0E-3,-6.655E-3
16.01E-9,1.200,1.200,1.200,1.200,1.093,1.200,0.000,0.000,0.000,66.58E-3,1.404,550.0E-3,-9.319E-3
16.01E-9,1.200,1.200,1.200,1.200,1.057,1.200,0.000,0.000,0.000,66.54E-3,1.419,550.0E-3,-15.47E-3
16.01E-9,1.200,1.200,1.200,1.200,975.2E-3,1.200,0.000,0.000,0.000,66.58E-3,1.444,550.0E-3,-27.47E-3
16.01E-9,1.200,1.200,1.200,1.200,887.4E-3,1.200,0.000,0.000,0.000,66.82E-3,1.465,550.0E-3,-37.78E-3
16.01E-9,1.200,1.200,1.200,1.200,801.6E-3,1.200,0.000,0.000,0.000,67.26E-3,1.481,550.0E-3,-45.81E-3
16.01E-9,1.200,1.200,1.200,1.200,712.9E-3,1.200,0.000,0.000,0.000,67.93E-3,1.494,550.0E-3,-52.53E-3
16.01E-9,1.200,1.200,1.200,1.200,612.6E-3,1.200,0.000,0.000,0.000,68.97E-3,1.507,550.0E-3,-58.54E-3
16.01E-9,1.200,1.200,1.200,1.200,505.7E-3,1.200,0.000,0.000,0.000,70.49E-3,1.518,550.0E-3,-61.69E-3
16.01E-9,1.200,1.200,1.200,1.200,397.8E-3,1.200,0.000,0.000,0.000,72.59E-3,1.526,550.0E-3,-61.61E-3
16.01E-9,1.200,1.200,1.200,1.200,305.9E-3,1.200,0.000,0.000,0.000,74.88E-3,1.533,550.0E-3,-57.75E-3
16.01E-9,1.200,1.200,1.200,1.200,215.8E-3,1.200,0.000,0.000,0.000,77.75E-3,1.538,550.0E-3,-50.58E-3
16.02E-9,1.200,1.200,1.200,1.200,141.7E-3,1.200,0.000,0.000,0.000,81.04E-3,1.542,550.0E-3,-40.69E-3
16.02E-9,1.200,1.200,1.200,1.200,88.76E-3,1.200,0.000,0.000,0.000,84.46E-3,1.545,550.0E-3,-30.46E-3
16.02E-9,1.200,1.200,1.200,1.200,51.52E-3,1.200,0.000,0.000,0.000,88.01E-3,1.547,550.0E-3,-20.76E-3
16.02E-9,1.200,1.200,1.200,1.200,25.00E-3,1.200,0.000,0.000,0.000,92.01E-3,1.547,550.0E-3,-11.82E-3
16.02E-9,1.200,1.200,1.200,1.200,11.04E-3,1.200,0.000,0.000,0.000,95.76E-3,1.546,550.0E-3,-5.831E-3
16.02E-9,1.200,1.200,1.200,1.200,4.417E-3,1.200,0.000,0.000,0.000,99.25E-3,1.542,550.0E-3,-2.450E-3
16.02E-9,1.200,1.200,1.200,1.200,1.590E-3,1.200,0.000,0.000,0.000,102.6E-3,1.538,550.0E-3,-775.7E-6
16.02E-9,1.200,1.200,1.200,1.200,594.7E-6,1.200,0.000,0.000,0.000,105.9E-3,1.532,550.0E-3,-190.0E-6
16.02E-9,1.200,1.200,1.200,1.200,280.8E-6,1.200,0.000,0.000,0.000,109.3E-3,1.524,550.0E-3,-16.60E-6
16.03E-9,1.200,1.200,1.200,1.200,160.5E-6,1.200,0.000,0.000,0.000,113.2E-3,1.514,550.0E-3,-13.86E-6
16.03E-9,1.200,1.200,1.200,1.200,115.1E-6,1.200,0.000,0.000,0.000,117.9E-3,1.502,550.0E-3,7.270E-6
16.04E-9,1.200,1.200,1.200,1.200,86.31E-6,1.200,0.000,0.000,0.000,123.0E-3,1.489,550.0E-3,-9.083E-6
16.05E-9,1.200,1.200,1.200,1.200,77.61E-6,1.200,0.000,0.000,0.000,129.2E-3,1.476,550.0E-3,8.433E-6
16.06E-9,1.200,1.200,1.200,1.200,58.30E-6,1.200,0.000,0.000,0.000,136.8E-3,1.463,550.0E-3,-8.725E-6
16.07E-9,1.200,1.200,1.200,1.200,48.83E-6,1.200,0.000,0.000,0.000,145.7E-3,1.448,550.0E-3,8.542E-6
16.10E-9,1.200,1.200,1.200,1.200,28.17E-6,1.200,0.000,0.000,0.000,154.9E-3,1.433,550.0E-3,-8.597E-6
16.13E-9,1.200,1.200,1.200,1.200,20.87E-6,1.200,0.000,0.000,0.000,163.1E-3,1.417,550.0E-3,8.624E-6
16.18E-9,1.200,1.200,1.200,1.200,5.564E-6,1.200,0.000,0.000,0.000,169.2E-3,1.398,550.0E-3,-8.517E-6
16.25E-9,1.200,1.200,1.200,1.200,5.596E-6,1.200,0.000,0.000,0.000,172.8E-3,1.374,550.0E-3,8.668E-6
16.34E-9,1.200,1.200,1.200,1.200,-2.160E-6,1.200,0.000,0.000,0.000,174.2E-3,1.340,550.0E-3,-8.490E-6
16.45E-9,1.200,1.200,1.200,1.200,2.966E-6,1.200,0.000,0.000,0.000,174.5E-3,1.284,550.0E-3,8.673E-6
16.61E-9,1.200,1.200,1.200,1.200,-2.747E-6,1.200,0.000,0.000,0.000,174.5E-3,1.179,550.0E-3,-8.486E-6
16.83E-9,1.200,1.200,1.200,1.200,2.924E-6,1.200,0.000,0.000,0.000,174.5E-3,990.7E-3,550.0E-3,8.672E-6
16.89E-9,1.200,1.200,1.200,1.200,-2.701E-6,1.200,0.000,0.000,0.000,174.5E-3,939.2E-3,550.0E-3,-8.483E-6
16.92E-9,1.200,1.200,1.200,1.200,2.936E-6,1.200,0.000,0.000,0.000,174.5E-3,918.6E-3,550.0E-3,8.664E-6
16.98E-9,1.200,1.200,1.200,1.200,-2.699E-6,1.200,0.000,0.000,0.000,174.5E-3,890.7E-3,550.0E-3,-8.477E-6
17.09E-9,1.200,1.200,1.200,1.200,2.906E-6,1.200,0.000,0.000,0.000,174.5E-3,868.0E-3,550.0E-3,8.662E-6
17.19E-9,1.200,1.200,1.200,1.200,-2.720E-6,1.200,0.000,0.000,0.000,174.5E-3,856.7E-3,550.0E-3,-8.474E-6
17.30E-9,1.200,1.200,1.200,1.200,2.908E-6,1.200,0.000,0.000,0.000,174.5E-3,844.3E-3,550.0E-3,8.659E-6
17.44E-9,1.200,1.200,1.200,1.200,-2.719E-6,1.200,0.000,0.000,0.000,174.5E-3,828.8E-3,550.0E-3,-8.473E-6
17.72E-9,1.200,1.200,1.200,1.200,2.907E-6,1.200,0.000,0.000,0.000,174.5E-3,799.9E-3,550.0E-3,8.659E-6
18.22E-9,1.200,1.200,1.200,1.200,-2.719E-6,1.200,0.000,0.000,0.000,174.5E-3,754.1E-3,550.0E-3,-8.472E-6
19.21E-9,1.200,1.200,1.200,1.200,2.906E-6,1.200,0.000,0.000,0.000,174.5E-3,676.4E-3,550.0E-3,8.659E-6
20.48E-9,1.200,1.200,1.200,1.200,-2.719E-6,1.200,0.000,0.000,0.000,174.5E-3,597.0E-3,550.0E-3,-8.472E-6
21.40E-9,1.200,1.200,1.200,1.200,2.906E-6,1.200,0.000,0.000,0.000,174.5E-3,549.1E-3,550.0E-3,8.658E-6
21.40E-9,1.200,1.200,1.200,1.200,169.2E-6,1.200,10.01E-3,0.000,0.000,174.5E-3,549.3E-3,550.0E-3,209.1E-6
21.40E-9,1.200,1.200,1.200,1.200,453.8E-6,1.200,30.03E-3,0.000,0.000,174.5E-3,549.6E-3,550.0E-3,551.4E-6
21.40E-9,1.200,1.200,1.200,1.200,716.5E-6,1.200,70.06E-3,0.000,0.000,174.5E-3,550.1E-3,550.0E-3,833.7E-6
21.40E-9,1.200,1.200,1.200,1.200,708.0E-6,1.200,150.1E-3,0.000,0.000,174.5E-3,550.4E-3,550.0E-3,751.3E-6
21.40E-9,1.200,1.200,1.200,1.200,406.9E-6,1.200,295.8E-3,0.000,0.000,174.5E-3,550.0E-3,550.0E-3,369.8E-6
21.40E-9,1.200,1.200,1.200,1.200,318.3E-6,1.200,469.6E-3,0.000,0.000,174.5E-3,546.5E-3,550.0E-3,312.9E-6
21.40E-9,1.200,1.200,1.200,1.200,461.5E-6,1.200,596.5E-3,0.000,0.000,174.5E-3,540.5E-3,550.0E-3,496.2E-6
21.41E-9,1.200,1.200,1.200,1.200,713.2E-6,1.200,715.0E-3,0.000,0.000,174.5E-3,532.9E-3,550.0E-3,779.6E-6
21.41E-9,1.200,1.200,1.200,1.200,926.9E-6,1.200,859.0E-3,0.000,0.000,174.5E-3,524.5E-3,550.0E-3,975.1E-6
21.41E-9,1.200,1.200,1.200,1.200,628.6E-6,1.200,927.6E-3,0.000,0.000,174.5E-3,523.0E-3,550.0E-3,521.5E-6
21.41E-9,1.200,1.200,1.200,1.200,-336.3E-6,1.200,1.003,0.000,0.000,174.5E-3,523.6E-3,550.0E-3,-826.0E-6
21.41E-9,1.200,1.200,1.200,1.200,-1.422E-3,1.200,1.068,0.000,0.000,174.5E-3,527.4E-3,550.0E-3,-2.232E-3
21.41E-9,1.200,1.200,1.200,1.200,-2.393E-3,1.200,1.144,0.000,0.000,174.5E-3,531.8E-3,550.0E-3,-3.325E-3
21.41E-9,1.200,1.200,1.200,1.200,-2.647E-3,1.200,1.172,0.000,0.000,174.5E-3,533.1E-3,550.0E-3,-3.565E-3
21.41E-9,1.200,1.200,1.200,1.200,-2.860E-3,1.200,1.200,0.000,0.000,174.5E-3,534.2E-3,550.0E-3,-3.751E-3
21.41E-9,1.200,1.200,1.200,1.200,-3.013E-3,1.200,1.200,0.000,0.000,174.5E-3,534.2E-3,550.0E-3,-3.911E-3
21.41E-9,1.200,1.200,1.200,1.200,-3.203E-3,1.200,1.200,0.000,0.000,174.5E-3,534.2E-3,550.0E-3,-4.109E-3
21.41E-9,1.200,1.200,1.200,1.200,-3.477E-3,1.200,1.200,0.000,0.000,174.5E-3,534.4E-3,550.0E-3,-4.387E-3
21.41E-9,1.200,1.200,1.200,1.200,-3.917E-3,1.200,1.200,0.000,0.000,174.5E-3,535.1E-3,550.0E-3,-4.812E-3
21.41E-9,1.200,1.200,1.200,1.200,-4.471E-3,1.200,1.200,0.000,0.000,174.5E-3,536.5E-3,550.0E-3,-5.279E-3
21.41E-9,1.200,1.200,1.200,1.200,-4.819E-3,1.200,1.200,0.000,0.000,174.6E-3,537.7E-3,550.0E-3,-5.497E-3
21.41E-9,1.200,1.200,1.200,1.200,-5.030E-3,1.200,1.200,0.000,0.000,174.6E-3,538.4E-3,550.0E-3,-5.607E-3
21.42E-9,1.200,1.200,1.200,1.200,-5.192E-3,1.200,1.200,0.000,0.000,174.6E-3,538.7E-3,550.0E-3,-5.768E-3
21.42E-9,1.200,1.200,1.200,1.200,-5.012E-3,1.200,1.200,0.000,0.000,174.7E-3,539.0E-3,550.0E-3,-5.745E-3
21.42E-9,1.200,1.200,1.200,1.200,-3.960E-3,1.200,1.200,0.000,0.000,174.7E-3,539.3E-3,550.0E-3,-5.102E-3
21.43E-9,1.200,1.200,1.200,1.200,-1.955E-3,1.200,1.200,0.000,0.000,174.7E-3,539.4E-3,550.0E-3,-3.936E-3
21.43E-9,1.200,1.200,1.200,1.200,4.199E-3,1.200,1.200,0.000,0.000,174.6E-3,539.5E-3,550.0E-3,5.705E-3
21.43E-9,1.200,1.200,1.200,1.200,24.63E-3,1.200,1.200,0.000,0.000,174.6E-3,539.8E-3,550.0E-3,62.55E-3
21.43E-9,1.200,1.200,1.200,1.200,55.41E-3,1.200,1.200,0.000,0.000,174.5E-3,540.0E-3,550.0E-3,164.5E-3
21.43E-9,1.200,1.200,1.200,1.200,107.3E-3,1.200,1.200,0.000,0.000,174.1E-3,539.9E-3,550.0E-3,320.2E-3
21.44E-9,1.200,1.200,1.200,1.200,155.9E-3,1.200,1.200,0.000,0.000,173.3E-3,539.8E-3,550.0E-3,502.1E-3
21.44E-9,1.200,1.200,1.200,1.200,154.0E-3,1.200,1.200,0.000,0.000,172.0E-3,539.5E-3,550.0E-3,678.7E-3
21.44E-9,1.200,1.200,1.200,1.200,113.8E-3,1.200,1.200,0.000,0.000,171.3E-3,538.8E-3,550.0E-3,818.1E-3
21.44E-9,1.200,1.200,1.200,1.200,60.06E-3,1.200,1.200,0.000,0.000,171.4E-3,537.9E-3,550.0E-3,966.2E-3
21.44E-9,1.200,1.200,1.200,1.200,36.16E-3,1.200,1.200,0.000,0.000,171.8E-3,537.4E-3,550.0E-3,1.045
21.44E-9,1.200,1.200,1.200,1.200,18.75E-3,1.200,1.200,0.000,0.000,172.4E-3,536.9E-3,550.0E-3,1.115
21.45E-9,1.200,1.200,1.200,1.200,9.859E-3,1.200,1.200,0.000,0.000,172.8E-3,536.4E-3,550.0E-3,1.153
21.45E-9,1.200,1.200,1.200,1.200,3.165E-3,1.200,1.200,0.000,0.000,173.3E-3,536.1E-3,550.0E-3,1.182
21.45E-9,1.200,1.200,1.200,1.200,1.067E-3,1.200,1.200,0.000,0.000,173.5E-3,536.5E-3,550.0E-3,1.191
21.45E-9,1.200,1.200,1.200,1.200,257.3E-6,1.200,1.200,0.000,0.000,173.7E-3,537.3E-3,550.0E-3,1.196
21.46E-9,1.200,1.200,1.200,1.200,25.62E-6,1.200,1.200,0.000,0.000,173.9E-3,538.3E-3,550.0E-3,1.198
21.46E-9,1.200,1.200,1.200,1.200,1.319E-6,1.200,1.200,0.000,0.000,174.0E-3,539.1E-3,550.0E-3,1.200
21.47E-9,1.200,1.200,1.200,1.200,2.204E-6,1.200,1.200,0.000,0.000,174.0E-3,539.5E-3,550.0E-3,1.200
21.47E-9,1.200,1.200,1.200,1.200,11.42E-6,1.200,1.200,0.000,0.000,174.1E-3,539.5E-3,550.0E-3,1.200
21.48E-9,1.200,1.200,1.200,1.200,4.108E-6,1.200,1.200,0.000,0.000,174.1E-3,539.2E-3,550.0E-3,1.200
21.50E-9,1.200,1.200,1.200,1.200,11.56E-6,1.200,1.200,0.000,0.000,174.2E-3,538.5E-3,550.0E-3,1.200
21.52E-9,1.200,1.200,1.200,1.200,3.887E-6,1.200,1.200,0.000,0.000,174.3E-3,537.3E-3,550.0E-3,1.200
21.58E-9,1.200,1.200,1.200,1.200,11.23E-6,1.200,1.200,0.000,0.000,174.4E-3,534.8E-3,550.0E-3,1.200
21.68E-9,1.200,1.200,1.200,1.200,3.573E-6,1.200,1.200,0.000,0.000,174.5E-3,530.0E-3,550.0E-3,1.200
21.90E-9,1.200,1.200,1.200,1.200,11.09E-6,1.200,1.200,0.000,0.000,174.5E-3,520.5E-3,550.0E-3,1.200
22.00E-9,1.200,1.200,1.200,1.200,3.484E-6,1.200,1.200,0.000,0.000,174.5E-3,516.1E-3,550.0E-3,1.200
22.00E-9,1.200,1.200,1.200,1.190,-205.5E-6,1.190,1.200,10.01E-3,10.01E-3,174.6E-3,513.4E-3,550.0E-3,1.200
22.00E-9,1.200,1.200,1.200,1.170,-341.7E-6,1.170,1.200,30.03E-3,30.03E-3,174.8E-3,508.4E-3,550.0E-3,1.200
22.00E-9,1.200,1.200,1.200,1.130,679.0E-6,1.130,1.200,70.06E-3,70.06E-3,176.7E-3,500.0E-3,550.0E-3,1.200
22.00E-9,1.200,1.200,1.200,1.071,3.730E-3,1.071,1.200,129.2E-3,129.2E-3,182.7E-3,490.3E-3,550.0E-3,1.201
22.00E-9,1.200,1.200,1.200,994.9E-3,8.067E-3,994.9E-3,1.200,205.1E-3,205.1E-3,195.6E-3,480.1E-3,550.0E-3,1.202
22.00E-9,1.200,1.200,1.200,909.8E-3,11.99E-3,909.8E-3,1.200,290.2E-3,290.2E-3,216.0E-3,468.5E-3,550.0E-3,1.203
22.00E-9,1.200,1.200,1.200,808.9E-3,15.08E-3,808.9E-3,1.200,391.1E-3,391.1E-3,247.5E-3,452.3E-3,550.0E-3,1.203
22.00E-9,1.200,1.200,1.200,678.8E-3,17.58E-3,678.8E-3,1.200,521.2E-3,521.2E-3,299.7E-3,430.2E-3,550.0E-3,1.202
22.01E-9,1.200,1.200,1.200,481.4E-3,19.73E-3,481.4E-3,1.200,718.6E-3,718.6E-3,405.1E-3,431.8E-3,550.0E-3,1.202
